Title,reviews,stars,sentiment
I am sorry it would not give me time I…,"You Want cash fast?, and get more in debt. Cashnetus are perfect that. First loan 600$ pay back total 1800$ second loan 600$ pay back $1800. I was ask to pay the remaining balance of 100$ Before I can get help on with another loan. Never using you guys again.",2,0
I haven’t received my money yet .,I hate cash net the charged me 3x the loan amount!!! Never use cash net!!!!!!,2,0
Good timing !!,Something is wrong with the site.After providing my personal information the program will not recognize my email and password.The site may be a means of stealing personal information!,1,0
Questionable service & Outrageous Interest Rate,Cash net has.no one to call to resolve problems.When u have been with a company for years like I have cash net there should not be any problems like I have had with them this month.Good customers should be appreciated and not given a run around like they have done me.No one I have talked to could tell me anything.For 2 weeks Iv been trying to find out how to resolve this problem.Finally got Jordan who was at least able to tell me I needed to write a physical letter and mail it.Why couldn't one of your reps have told me that to begin with?,2,0
No different than the other one…,This company is full of crap I wouldn’t refer them to anyone,1,0
BEWARE,They do not accept Chime bank accounts as a bank for repayment. It is about time they updated their policies and get into the new age.,1,0
Yes I got a loan paid it off early and…,Need help got Denied  so no help or anything wasn’t asking for a lot couple hundred dollars for emergency wouldn’t tell anybody to go to them for Financial assistance,1,0
DON'T DO IT,Cashnet plays games. All they care about is sucking you dry and keeping you broke forever.,1,0
They need a better calling system,"Sufficient for my needs as I got this loan during a difficult time and funds are tight now, but the rep was patient",2,0
"Very satisfied,at happy with the lady I…","Funding takes too long before you get any money. I have to wait till the 9th, almost a 3rd of a month gone but they want the money on the 1st. Not good.......",2,0
They said you could set up a partial…,My reading will change once I know whether I got approved or not at this point you guys are asking me to rate something that I haven't been approved on yet so that's the only thing I can,1,0
Scammers please care full everyone,In the past have had great transactions with Cashnet but I MISTAKENLY ASSUMED it was a payday loan and it is not- I found this out when they removed the money from my account this morning 8 days before my payday and now am several hundred dollars overdrafted and so far $105 in overdraft fees and now cannot pay my rent tomorrow because of it. =(,1,0
Bunch of Bullcrap..,I'm saying all I got to say to you there .. cheers,1,0
This was a joke for an application!!!!,"My income changed and I tried to explain to them I couldn't repay the loan $425 a month and offered to repay what I owe them, they couldn't do that, said they can not change the payment terms.",1,0
I'm praying that all is well with your…,"If you like being in debt this is the loan for you. Ridiculous fees, outrageous interest, and unreasonable payment amounts.And the best part is.....it just continues to build up day by day.",1,0
I don't waste your time,Would only give this app 1/4 of a star. I tried at least 5 times to get a loan and was denied in less than 30 seconds each time. What a joke.,1,0
She was going to reset my password.,Not helpful at all.   How much time have I spent here after being told i was approved to make it all the way to the final screen and without hesitation said I wasn't.  Why have me spend all that time there?  Was it to collect payment methods from me with NO way to delete them now? You don't need that info.  It needs to be deleted because Im 99% sure your site security is a joke. Not to mention the 1000 email I now have saying my funds are ready.  They are a joke. Lies besides the all look like different companies but nope  all link back to one.  At least unsubscribing (if it really works) from one take them all out.,2,0
I never inquired about a loan and some…,I badly need a loan. I am disabled and hurting without money right now and I receive disability benefits and I still get denied for any kind of help.,1,0
I was appreciate of the out come of the…,All is well! No problem!!,2,0
The only thing I did not like is no…,Total rip off. Stay away from this money shark. If you want to pay 300% interest its the loan place for dummys like me. I had no idea it was so high until I found myself in trouble.,2,0
This company interest rate and Apr is…,"I appreciate them for being there in my time of need. However, I am so embarrassed at the amount I have had to pay back. I would never tell anyone to get one of these loans.",1,0
I hope I'm not getting ripped off,If you are late in payment an you do pay it off you will not get another loan. I am a witness to that.,2,0
Won't let me make another loan…,"Super predatory loans. Yeah, you get money but at 245% interest.",1,0
Very,It was great to acquire this loan so easy without any problem encountered! Thank you and more power!,1,0
I was approved,"I would recommend you stay away, they wouldn't expect my traditional bank account which is Capital One. Telling me go open a new traditional bank account when nothing wrong with mine. And the system doesn't even let me go through contact stages to apply.",1,0
CashNet USA! It's GREAT,"They take money out of my account on a monthly basis.  I do not have an account with them and I have never in the past had an account with them.  For past 6 months they have taken nearly half my social security check every month despite me telling them that I do not have any account with them.  I stop payment with my bank but CashNet USA just resubmits the ACH Debit under another name.  They are depriving me of the money I need to eat.  I am going without food because of CashNet USA.  I am 81 years old, I can't go back to work!  Someone Please Help!",1,0
Wait time us ridiculous,"WHYYYYYYY DID YOUR COMPANY CHANGE MY BANKING INFORMATION WITH OUT MY KNOWLEDGE MUCH LESS AUTHORIZATION!!!!  IVE BEEN A LOYAL CUSTOMER OF YOURS THAT HAS HELD UP ON MY.END PAYING MY LOANS OFF ON TIME USING.MY OPEN/CURRENT BANK ACCOUNT, WELLS FARGO....IM SO CONFUSED AS TO WHY,HOW COME,SMDH AND WHERES MY MONEY?  WE'RE HURRY HAVE NO FOOD OR GAS AND NOW IM BEING TOLD IVE GOTTA WAIT 5 MORE DAYS AS MY PLD VANK ACCOUNT HASNT SENT MY LOAN BACK! ZZ⅔",2,0
Took 2 seconds to say nope they are…,Keep your eye on it. They don't offer loans in VA now but this is a previous loan that they r trying to get more money from by increasing ur amount then u owe more.,1,0
Do not bother if you're on Social Security,Your interest are to high.Your payments are to high.To many payments a month at a very high payment amount.The length of time to pay off a little amount is to long due to the interest being to high.,1,0
Incredibly slow transfer process,"I have been a loyal paying customer for a long time and never missed a payment.  For some reason for the last two payments, they have not given me credit for the rate reducer.  Meaning 5/6 next payment 6/6 and then 10% reduced off interest.  The rate reducer has not changed for two months staying at 5/6. I have tried my best to resolve the issue by chat and the company seems not to care.I pay 680 a month for a 2500 loan and have never been late.  Yes, I realize the crazy interest, but I am in a trap and doing my best to pay it off on top of the interest.",1,0
Detrimental mistake made with no follow up,"I can not believe the amount of positive reviews for cash net. First of all, before I go on my rant I will say I haven’t found myself in a payment bind nor have I had any experience working with their customer service team. My review is strictly off of the 275.85% yearly APR, and In addition multiple other daily fees. If you are in a life and death situation I’d say go for it (bc how worst can it get), but you are literally paying whole car note payments . Most of your bi weekly payment is interest. I was initially paying 4-500 dollars monthly on $1,600 loan with barely no movement in the loan going down. Now I owe $1100(paid extra on one of the payments ) which is $330/monthly payment. So I’ll be doing what I didn’t want to do and pull out of my 401K to pay this off this loan this week because this loan will never get paid off. you would literally have to pay twice the monthly amount to see any difference.Please listen and stay away. This is an expensive trap that you will kick yourself in the leg for later. I’m thankful my credit situation has turned itself around. 🙏🏾",1,0
Pnone person was great,this website is making me feel like they are trying to scam me and take my money because i was pre approved for 1000 then when finishing my application and after sending my bank info now i cant get what they already said i was approved for. now im uset highly and may have to close my account.,2,0
They lie to u about ur loan,This place is a waste of time .i asked for 200.00 and get weekly deposits to my account and was instantly denied after all the time I spent on there questions.if I had good credit I wouldn't be looking for a pay day loan so what's this place even here for?No help what so ever....dont waste your time it will just make u mad...,1,0
A year ago I applied for a loan,This is the most horrible company EVER. DO NOT do business with them. The charge outrageous interest and fees and they care NOTHING about their customers. I borrowed $1000 in December. I have made payments of over $255 every month. Last month my payment was over $300. Now my balance is $830. No money has been applied to my loan to take it down. Avoid them like the plague. They are awful!!!,1,0
don't work with online banks!,I give it a 2 cause it was not in my account the next day like they said it would be and I really needed the loan. Make sure you ask when you'll receive your money when you make a loan with this company CASHNETUSA,1,0
Everything was great and right on time…,Bogus Sends out false information,2,0
*BEWARE*,I was offered a discount code in my email.  Upon application of the loan the cash net system did not allow me use the discount code.  In a chat with a representative I was informed it could be because I reached the limit of times allowed to use the code.  I was told  after the loan is funded then I am to contact them again to find out if it’s applicable.  My point is why offer it in the first place if it cannot be used.,1,0
I apply for a loan and I got denied…,I write you're a true story because you won't give nobody a chance to get anything straightened out and help him with a long before they can get back on their feet I've had a very bad experience in the last year and a half to two years trying to get my stuff caught back up where I have got a major divorce and these people just don't want to work with nobody to help them out I'm on social security disability I am a older person that needs the help and these people won't help nobody all they care about is getting their last dollar so to me who this concerned I offered to try to straighten my account out with you just don't want to offer to try to help so I will rate you and a two-star business which is not really good at all so have a nice day and I hope you don't do no more elderly people like this they're not trying to help them out so thank you and have a nice day,2,0
326% interest do not get,I am unable to update financial banking information!,1,0
insensible customer service,"I’m upset with Cashnet, don’t to the fact 2 times they put my payment through a closed bank account. After which I did what I needed to do to change it on March 3. I uploaded the documents. And there still sitting there in the document upload. I just don’t think there on top of things. I spoke with them 4 different times about this problem. Needless to say I won’t be using CASHNET AGSIN!",1,0
I called twice and the wait time was…,Incompetent!! I was approved for a payday loan and they sent it to the wrong bank account!! The account number was completely wrong! I call costumer service and they tell me to wait for the funds to be refused by the other bank and then call again tmrrw to check and then apply again on Thrusday when I get paid Friday! Completely defeats the purpose of a payday loan. I do not recommend this Incompetent company!!,1,0
Not 10 minutes!,"Whatever you do, avoid Cashnetusa. Their fees and interest rates are unreasonable. On a $1000 cash advance, they charged me over $750 in fees and interest in a three month period. I made three $250 payments and my balance never went down in three months. The next month, they increased my balance. No matter what you do, even making extra payments, they continue to tack on outrageous fees. Even during this pandemic when people are struggling financially, they do not care. Cashnetusa is an example of what is wrong with America - Corporate GREED. For a $1000 loan that I took out in December, they have charged me over $700 in fees and interest. I have made three payments of over $250 since December 2020 and not one cent went towards my balance. I still owe $1008. This virus and pandemic has crushed many people’s lives. I am no different. Yet corporations like Cashnetusa don’t care. As long as it is money in their pockets, people like me don’t matter. I have reached out to customer service for answers, a solution and just help and understanding. I have received NOTHING. I was even told by customer service that my next payment will not be $250 but $300. This is a company that takes advantage of people who can least afford it. $700 in fees is obscene and heartbreaking. I cry every time I think about it. I will discourage anyone I can to NOT use this company. They don’t care about the American people. It’s just about the money they can put in their pockets. I reached out to Customer Service with no results. The problem is that you have charged me over $700 worth of fees in three month on a $1000 loan. I have made 3 payments of $250 for three months and there was NO CHANGE in my balance. Customer Service also told me my payment will go up this month. How is this helping people during this difficult time? I isn't I want to see a reduction in my balance so I can pay this loan off. This is so difficult for me and extremely upsetting. During this time when we are all suffering because of this pandemic, CashnetUSA has not compassion or understanding. People like me who are suffering financially yet you keep piling on the interest every day putting me deeper and deeper in a hole. You don’t care about suffering. I will Not EVER borrow money from this awful company! Yet is ridiculous the way you pile on the interest making it impossible for someone like me to catch up and pay down the debt. I took a cash advance for $1000 in December. Since then I have made three payments of over $250 and my balance is still $108. No money has gone to paying down the $1000. This is ridiculous. I will NEVER do business with CashnetUSA again as soon as I pay this money off. I am literally in tears about this. During this time people’s finances are strained, you don’t care. It is all about GREED. I wish I had never done business with you at all. I have been with Cashnet since 2009, yet you make no allowances. I will discourage anyone, as many people as I can, from using CashnetUSA. Shame on you! As I said, I am literally in tears about this. It is upsetting and depressing.",1,0
"Received ""pre-approval"" and was denied","A CS name Frank working hard for solve my issue. I verified with him my bank account and routing number are all correct. I applied a loan with high interest for emergency fund use. My loan was approve on March 28. Base on Cashnetusa.com policy. Once a loan get approve , customer should receive fund directly to their bank account on the next day. My load get approve on March 28 until today(March 30) I check with my bank, a funding has get to my bank account yet. I need money for emergecy use, that is right I paid for high interest short term. It turn out to be frustrate. No mercy...",2,0
Not worth it,"I would NEVER use this company again!!! If you can pay it off in a week or two you are fine. But most people that need money right away can't do that! After paying over $1,000.00 my balance was higher than the amount I borrowed!! They must pay people to give them good reviews or make them up themselves. 325% interest is HIGHWAY ROBBERY!!!",1,0
This is a no good company,This is not the company anybody should borrow from trust me you will be sorry. DON'T BORROW MONEY FROM THIS COMPANY!!!,1,0
Says it gives out loans to people with…,The interest rate is too expensive you pay three times the money you borrow I will never do Business with you guys again I would definitely not recommend anyone.,1,0
To high interest,Horrible Company. APR too high,2,0
Don't bother,"I paid $500 a month for almost a year, and still owed $2000 on a $1600 loan and it never went down. The interest rates they charge should be ILLEGAL. If you're in a bind, they DO NOT HELP AT ALL. Do not do it!!!! You will NEVER repay it.",1,0
Ridiculous interest rates,Please do not do business with this company. It is a predatory loan company. You will end up paying triple the amount you borrow. And it’s a vicious cycle. You borrow pay it off and then have to borrow again to pay your bills take my advice and please do not use this company. I tried to make arrangements with them but they would not make arrangements,1,0
First I applied then it says that the…,Cashnet is one of the biggest scams there is .If you can avoid this lender please do .I tried to pay off my loan and they wouldn't offer me a early pay off. They charged me almost more interest than the loan itself in 2 months. I still had to pay more than the loan itself. Avoid this lender if you can. It will only make things worse....................,2,0
You Want cash fast?,"I wish I could give negative scoring they apparently have no cyber security, our account number and information was given out. We were sent threatening letters to pay amount or that we would be sued and wages garnished. I have made all payments on time!! This company has made thousands from me over time. My husband thought he was helping and paid it in full 1145.00. The law firm is legitimate and Has your exact customer ID. Clearly your information is NOT safe here. Way to pay back what once was a loyal customer with excellent payment history!! I will NEVER do business with this company again, I work way too hard for my money. I could cry right now!!!! The worst part is the monthly payments will keep coming out for this horrible company that leaks your info soYou can be robbed of you hard earned money. I don’t know how these people live with themselves preying on people in a tough spot!!! DONT DO IT STAY AWAY YOU WILL REGRET!!!!",1,0
I hate cash net the charged me 3x the…,Biggest mistake of my life they target 1st time people who never had alone I've been paying on my $1700 loan for almost a year and a 1/2 And yesterday called the feel my balance was my balance was 1400 so I paid it all off And I will never again take a loan out with this company,1,0
avoid at all costs.,I have made 3 payments on a $2000 loan. So far I have had to pay $1600.00 and I still owe $2110.00. How the Hell have yall not been shut down for fraud.the interest is the highest that I have ever seen. Its rediculous!!!!!stay away from this company!!!!,1,0
Something is wrong with the site.,I was told by an agent that I qualified for a installment loan then come to find out I wasn’t!! By the time I realized that I wasn’t qualified I had already invested too much time into the process and just went with what I could only get!! There should be more clarity and less confusion on part of the agents!!,1,0
Cash net has.no one to call to resolve…,"Cashnetusa is an example of what is wrong with America - Corporate GREED. For a $1000 loan that I took out in December, they have charged me over $700 in fees and interest. I have made three payments of over $250 since December 2020 and not one cent went towards my balance. I still owe $1008. This virus and pandemic has crushed many people’s lives. I am no different. Yet corporations like Cashnetusa don’t care. As long as it is money in their pockets, people like me don’t matter. I have reached out to customer service for answers, a solution and just help and understanding. I have received NOTHING. I was even told by customer service that my next payment will not be $250 but $300. This is a company that takes advantage of people who can least afford it. $700 in fees is obscene and heartbreaking. I cry every time I think about it. I will discourage anyone I can to NOT use this company. They don’t care about the American people. It’s just about the money they can put in their pockets. I reached out to Customer Service with no results. The problem is that you have charged me over $700 worth of fees in three month on a $1000 loan. I have made 3 payments of $250 for three months and there was NO CHANGE in my balance. Customer Service also told me my payment will go up this month. How is this helping people during this difficult time? I isn't I want to see a reduction in my balance so I can pay this loan off. This is so difficult for me and extremely upsetting. During this time when we are all suffering because of this pandemic, CashnetUSA has not compassion or understanding. People like me who are suffering financially yet you keep piling on the interest every day putting me deeper and deeper in a hole. You don’t care about suffering. I will Not EVER borrow money from this awful company! Yet is ridiculous the way you pile on the interest making it impossible for someone like me to catch up and pay down the debt. I took a cash advance for $1000 in December. Since then I have made three payments of over $250 and my balance is still $108. No money has gone to paying down the $1000. This is ridiculous. I will NEVER do business with CashnetUSA again as soon as I pay this money off. I am literally in tears about this. During this time people’s finances are strained, you don’t care. It is all about GREED. I wish I had never done business with you at all. I have been with Cashnet since 2009, yet you make no allowances. I will discourage anyone, as many people as I can, from using CashnetUSA. Shame on you! As I said, I am literally in tears about this. It is upsetting and depressing.",2,0
This company is full of crap I wouldn’t…,"Cashnetusa is an example of what is wrong with America - Corporate GREED.  For a $1000 loan that I took out in December, they have charged me over $700 in fees and interest. I have made three payments of over $250 since December 2020 and not one cent went towards my balance. I still owe $1008.  This virus and pandemic has crushed many people’s lives. I am no different. Yet corporations like Cashnetusa don’t care. As long as it is money in their pockets, people like me don’t matter. I have reached out to customer service for answers, a solution and just help and understanding. I have received NOTHING. I was even told by customer service that my next payment will not be $250 but $300. This is a company that takes advantage of people who can least afford it. $700 in fees is obscene and heartbreaking. I cry every time I think about it.  I will discourage anyone I can to NOT use this company. They don’t care about the American people. It’s just about the money they can put in their pockets. I reached out to Customer Service with no results. The problem is that you have charged me over $700 worth of fees in three month on a $1000 loan. I have made 3 payments of $250 for three months and there was NO CHANGE in my balance. Customer Service also told me my payment will go up this month. How is this helping people during this difficult time? I isn't I want to see a reduction in my balance so I can pay this loan off. This is so difficult for me and extremely upsetting. During this time when we are all suffering because of this pandemic, CashnetUSA has not compassion or understanding. People like me who are suffering financially yet you keep piling on the interest every day putting me deeper and deeper in a hole. You don’t care about suffering. I will Not EVER borrow money from this awful company! Yet is ridiculous the way you pile on the interest making it impossible for someone like me to catch up and pay down the debt. I took a cash advance for $1000 in December. Since then I have made three payments of over $250 and my balance is still $108. No money has gone to paying down the $1000. This is ridiculous. I will NEVER do business with CashnetUSA again as soon as I pay this money off. I am literally in tears about this. During this time people’s finances are strained, you don’t care. It is all about GREED.  I wish I had never done business with you at all. I have been with Cashnet since 2009, yet you make no allowances. I will discourage anyone, as many people as I can, from using CashnetUSA.  Shame on you! As I said, I am literally in tears about this. It is upsetting and depressing.",1,0
They do not accept Chime bank accounts…,"As single person struggling as is, this was my worst decision ever. My car broke down, and started a new job because of COVID 19. So I didn’t have enough money to cover my bills and pay to fix my car. So I want with company from how great the reviews were. I got my cash really fast, which was great. However the interest is crazy! And they charge you interest  everyday. They don’t care if you have never missed a payment. I had only received the loan for $500. I have paid them so far $915.98, and they still say I have $368.45 out standing balance. And I got this loan originally in 8/14/2020, and I have not borrow from them since. So please don’t use this company, it’s not worth it. If you are strapped for cash. Try another company I will not use this company ever again or recommend it to anyone",2,0
No help at all,If there was a one star option I would do it.    If your reading this don’t do this to yourself!!!    I had to pay off my account in full.   To avoid the 300% interest.   They are crooks!   After my payoff they still charged me an extra months payment for no reason!   Said there was nothing they could do about it.,2,0
Cashnet plays games,You guys mess around with the due dates I get my social security check on the 3rd of the month you guys keep bouncing my account because you insist on taking it out the first or the second so I moved it again this is a third month in a row I've had to call you guys cuz you bounce my checking account what's so hard about hearing that I only get paid on the 3rd not to take money out before that I don't get it,1,0
Sufficient,I think the interest rate is way to high and the loan I had with them I paid twice.  Finally I couldn't afford with COVID-19 until they offered me a settlement.  Never again,2,0
Funding takes too long before you get…,"VERY VERY DISAPPOINTED!!   If you are looking for a loan to help yourself and can't pay it back quicker than you wish.   DON'T USE CASHNETUSA!   I didn't mind that they draft every payday.  Where it hurts, is that the courtesy fees are ridiculous and makes the payment amount goes up because of those fees, not that you are constantly borrowing from the amount that you are approved for. :-(((((((",2,0
Waiting to see if I get approved or not,Charged me multiple times even after overdrawing my account and said I never paid but it took the money out. I'll never use them again.,1,0
rates are too high+,I am a returning customer and was happy to hear I was approved for a line of credit because I need emergency vehicle repairs. I made a draw request and received nothing yet online they say I owe. I chatted with their employee Gary. He verified my bank account and stated it would be there yesterday. Waited all day and nothing. This is very frustrating.,1,0
In the past have had great transactions…,Receive several loans from this company last year and this year applied for two and were denied without explanation. They said that they sent me an email explaining why and I never received it. I checked my spam folder and it wasn’t there either. They insisted they sent it. I’m asking for an exclamation I am not getting one and I find it very frustrating. Are used to like this company and today I find them very inefficient and unhelpful.,1,0
I'm saying all I got to say to you…,If you are broke don’t take out a 325% loan. It’s the worst idea you can have. Just ask whoever you owe money to let you owe them in weekly payments as opposed to this company. And that’s on period.,1,0
Funds got sent to another account,"To charge the rates you charge. When ppl are struggling and locked up with covid or the blizzards.  If someone is coming to you for help. They are already struggling.  Then to rape them with charges and make it even harder for them. Just wrong! Will get you paid,  close you completely and never use you again or recomend",1,0
Not a great place to do business with,"She was very informative. Great customer service. Helpful, and explained the terms of the contract very thorough. Overall she has great customer skills",2,0
If you like being in debt this is the…,I got a loan the first time it was wonderful but I needed one extension which they gave me with wonderful and then I paid it back but now it will not let me get a loan anymore I don't understand why it will not approve me my financial situation if anything has gotten better,1,0
I tried at least 5 times to get a loan…,Please do yourself a major disappointment and STAY AWAY from this company.  They will not disclose the actual terms of the loan prior to closing.  Once close they will charge you approx. $8 a day per 1000 loaned.  So pay $300 monthly (actual pmt higher) meaning $240 interest pmt.  If paying minimum payments would take in excess of `1 yr to payoff. STAY AWAY - DON'T USE - TELL EVERYONE - BIG BIG RIPOFF,1,0
"Maybe they are right, they are not a financial company!  Should be illegal",Interest is to high!! My balance has not gone down at all!! they don’t take inconsideration that you have other obligations to pay but they take 2 payments out at the same time if you need emergency money consider another option not CashNetUSA,1,0
I badly need a loan,"Service fees are far to much. Borrowed $2,000.00 made my first payment of $290.00 still owed over $2,100.00 next payment two week later n the amount of $272 . I know I signed up for this but damn to much for to little. Will pay this off ASAP and never use it again!",1,0
Outrageous daily fees,I have to pay more than what I owe and still continuously trying to take money out of my account leaving me negative of rejection to their payment. Even if I requested a new payment date they still trying to take money out . They robbing us badly . Please don’t apply to CashNetUSA. My info is stuck with them until they got all the money they want from me . I wouldn’t recommend this at all.,1,0
All is well,"If you can help it, 🤬 NEVER!! 🤬take out any type of payday loan. The payments only increase every month making it almost impossible to pay off. Just get another job or rob a 711 first (jail time is better than the interest rate on theses types of loans!)... I’m so glad I am finally rid of this high interest rates debt!!! Oh praise sweet baby Jesus, I’m free!!!! 🥳🥳🥳🥳",2,0
I hate Facebook,"Biggest crooks in the business. Highest interest rates I have ever incurred. No interest in helping when issues arise. Literally the biggest mistake of my life. I owe 1900 on a 1500 loan and paid them $700 last month. Makes perfect sense, eh?",1,0
Total rip off!,Be very careful payment plan is very deceptive.  Payments are ridiculously high,1,0
I appreciate them for being there in my…,I made a mistake by applying for a loan with this company. I then find out they don’t offer loans in my state. It’s been a few months now and I received an email from their collection department saying I owed more than $600. This email said they had my email and SSN. It said they tracked my IP address. Of course they have my info I applied but I replied to the sender letting them know which state I lived in and wanted all info pertaining to the loan sent to me I didn’t hear anything else. Don’t give them your information,2,0
If you are late in payment an you do…,"They are good for very short term, if you are late you will be in the hook and will pay 3 times what you owe.",1,0
Super predatory loans,The fees are triple of a normal check loan on lines of credit.  They do have customer service after you get a $500 interest fee if you have questions. I believe I've paid $1600 in fees and interest in 80 days on a $1500 LOC. They put you in collections the same day your fees are due by 5 pm that day if you haven't made the payment. They prefer ach so they can force your bank. I thought it would be like a higher interest credit card but Cash Net managed to far out pace a bad credit card in fees. Luckily I can pay for this mess but alot of people wouldn't. Their only possible business plan would have to be to get as much in interest as possible before you quit playing it or go bankrupt.,1,0
It was great to acquire this loan so…,Don’t ever get a loan from this place they charge you up the wall for daily interest you will end up paying TRIPLE For a loan with these guys You are better off saving your money or asking a family member or friend to borrow the money. RUN as far as u can from these loans,2,0
I would recommend you stay away,I log into my account and reset My password why I can't get in to borrow money,1,0
They Are Thieves Stealing From The Elderly,"It's ok if you just got to get a loan, but pay them back as quickly as possible because they CHARGE YOU A ARM AND A LEG TO USE THEIR MONEY!!!!AND I DON'T RECOMMEND THIS COMPANY TO NOBODY THEY ARE LOAN 🦈 SHARK!!!!!!!",1,0
TWILIGHT ZONE....WHAT HAPPENED CASHNETUSA?YOU GUYS HAVE FALLEN O,Bad experience first how u going to tell me i got approved for my loan of 200 dollars and never went into my account. I ask for help nothing on why i didn’t get then i was told to try again then i was denied that doesn’t make sense,1,0
Check ur balance if u can't use ur line…,"I’ve been a customer with this lender well over seven years. Initially they were awesome, however now they are horrible. It states that you can get same-day funding after paying off your loan if you reapply by 10:30 AM Eastern time. Unfortunately they are not submitting the information to Veritec in the state of Michigan in a timely manner. Therefore you are not able to reapply until after 3:30 PM and funds are not sent to your account until the following business day which would be Monday.This is definitely misleading and false advertisement.  State the truth to the customers informing them that if they live in a state where Veritec has to approve the loan let them know it’s not gonna happen until after 3pm so stop saying same-day funding.!!!!!!",1,0
Your interest are to high.,Don’t waste your time. If you can’t pay this loan off on one lump sum then all your monthly payments go straight to interest. I’ve made multiple payments and zero have went to principle. It’s robbery,1,0
I have been a loyal paying customer for…,"Save yourself the turmoil and find cash another way. This is a debt pit with incredibly high interest rates which ensure longevity of payment essentially doubling what you would pay from other trusted sources. Cash Net is not worth the quick and easy money it offers, find a better lender.",1,0
A forever loan,Nothing but confusion between me and them on what was needed to process the loan on day number four and counting I think we we got it figured out today Thanks to your Team,1,0
this website may be a damn scammmmmm,"I contacted Cashnetusa because I needed to change my payment dates because I lost my job due to the pandemic and just recently started to work again. I have told them I cannot make a payment and could they move my payment dates because of my salary structure is different. These fools are still trying to get me to pay on a particular date that I don’t receive my pay on. I told them about this a week ago and they are still trying to get money out of me.Update after Cashnetusa’s reply:If there were other options, customer service nor collections never reached out to me about them, but continued to send me emails about missing a payment.",1,0
Interest too high,I usually get snabby people but simone is very nice,2,0
This place is a waste of time .i asked…,I have tried to apply for this loan several times and it keeps telling me I'm not approved because I have no credit line which is really weird because I have had loans and paid them all back on time and I have never had any issues getting a loan anywhere except for this one cashnet. But from the bad reviews I see on how much they charge I think it's best to stick with my normal ones. Not even gonna waist my time anymore.,1,0
This is the most horrible company EVER,"I regret getting this loan. Don't get me wrong I was approved right away, but I've been making my payments on time and also paying extra when I can. When I get it down low the interest increases even the more. Never again!!",1,0
I give it a 2 cause it was not in my…account the next day like they said it would be.,"Overall a major loanshark. Avoid this place and if you need help, there are better alternatives than here. Customer service is terrible and rates are absurd.",2,0
Bogus,I wasnt approved until after my account # was accepted. Why wasnt my social used. SCAM,1,0
I was offered a discount code in my…,Worst place ever  borrowed 500 and in the first 4 months paid 584 back and still have 8 more months to pay,2,0
I write you're a true story because you…,"This company is a place where a bunch of thieves convene to machinate how to steal from people who are already in financial want. Stay away from this deplorable mess, please!",2,0
I am unable to update financial banking…,"This place is basically stealing your money. Loans are fast and efficient but paying them back is a nightmare!! My Balance has been at $1800+ For the last few statements even though I’ve paid almost $700 in payments in the last 2 weeks. You would think that when I make a payment my balance would go down, but it doesn’t. I’m basically just giving them my hard earned money instead of it going towards my balance. At this rate I’ll be paying for the next 5 years!! DO NOT RECOMMEND FOR ANYONE!!! So glad they are not offered in Va anymore. It’s probably because everyone got tired of being robbed of their money!! Yes I know I borrowed from them and I am paying them back but it would be more of a relief if my balance would go down instead of up when I make a payment!!! So disgusted!",1,0
If I could give zero I would!,Giving the lowest rating because I filled out an application online and I made a mistake and didn't put the bank account number correct and Cashnet sent the money to the wrong account number. I fault Cashnet partially because it was a 10 digit account number and accounts have 12 digits so how am I supposed to pay it back and never received the money? I have called about every few days explaining the mistake I made and never received the money but it is still charged to me. It was a 10 digit account number which isn't even valid for any bank. Calls to customer service and the bank isn't a help because I am still held for the money I never received. How is it my bill? I never received the money,1,0
I’m upset with Cashnet,"These people are crooks. If you're looking cash in a bind with no high interest rates I urge you to try LendUp or Speedy Cash. They offer loans and depending on your payback history, multiple ones at the same time. Cashnetusa used to be reliable & descent when they offered the $300 payday loan. As soon as they switched to installment loan option I was done. You will end up paying 10x or more what they loan you. I urge you to PLEASE go else where and stay far away from these crooks.",1,0
Incompetent!,"cashnet should not be allowed to operate in this lifetime, they gouge to the public at 189% per loan",1,0
Whatever you do,"I made the unfortunate decision to borrow money from these leeches in 2019. The interest rates are ridiculously high and I paid them back in full in September of 2019. I just received a letter in the mail January 2021 about how they've sent me to collections on a $350 debt that I don't owe. I took pictures and documented everything and I paid them off IN FULL. They said they only credited $1000 even though my bank account shows that it was charged more than that for the full month. Every time I try to call the people are completely useless. Their customer service is just as atrocious as their 300% interest rates. If they were going to send me to collections for a debt I already paid, why wait a year and a half? Were they hoping I would forget about it so they could get more money from me? This is the worst place I have ever done business with and I'm not paying a penny more to them.Edit: I've called twice and the customer service reps refused to help me and all they did was tell me to call collections. They said they could only drop it if I get a letter from cashnetusa  saying that my debt was paid in full which you refuse to do. My debt was $1,133.44 and I paid you $1,134. They only credited my account with paying $1,000, so did you pocket the extra $134? I even called cashnetusa THAT DAY and they said I paid it off. When I called collections they said you sold my ""debt"" to collections 9 days after I paid it off, but I just got a letter about it THIS MONTH, almost a year and a half later saying I owe $350. So, no. I won't be calling your joke of customer service. What I will do is go to the Federal Trade Commission and the Department of Consumer Affairs. Cashnetusa is nothing but a bunch of criminals.",1,0
A CS name Frank working hard for solve…,Really suck I tried opting out before they sent money and their site would not let me get opt out and said the same thing every time I tried.,2,0
I would NEVER use this company again!!,I appreciate the service I received in a time of need,1,0
This is not the company anybody should…,Very good.Nice people.,1,0
